gene_ID_robin,gene_ID_ncbi,module_identity,GCN,start,end
Beaba1|454,BBA_00454,brown,beau,1376164,1377172
Beaba1|455,BBA_00455,brown,beau,1380193,1380999
Beaba1|456,BBA_00456,brown,beau,1381810,1385109
Beaba1|457,BBA_00457,brown,beau,1388610,1392187
Beaba1|460,BBA_00460,brown,beau,1397728,1398876
Beaba1|464,BBA_00464,brown,beau,1415018,1416715
Beaba1|470,BBA_00470,brown,beau,1431884,1433371
Beaba1|473,BBA_00473,brown,beau,1437901,1439591
Beaba1|474,BBA_00474,brown,beau,1442067,1442939
Beaba1|476,BBA_00476,brown,beau,1445336,1447154
Beaba1|478,BBA_00478,brown,beau,1453856,1455256
Beaba1|479,BBA_00479,brown,beau,1456377,1458506
Beaba1|485,BBA_00485,brown,beau,1471287,1473354
Beaba1|489,BBA_00489,brown,beau,1480301,1482774
Beaba1|493,BBA_00493,brown,beau,1486986,1487792
Beaba1|495,BBA_00495,brown,beau,1493479,1494462
Beaba1|496,BBA_00496,brown,beau,1500450,1501487
Beaba1|497,BBA_00497,brown,beau,1501993,1507905
Beaba1|499,BBA_00499,brown,beau,1509843,1512648
Beaba1|501,BBA_00501,brown,beau,1517330,1519324
Beaba1|502,BBA_00502,brown,beau,1520335,1521333
Beaba1|504,BBA_00504,brown,beau,1525674,1527321
Beaba1|505,BBA_00505,brown,beau,1528702,1530565
Beaba1|506,BBA_00506,brown,beau,1531424,1533969
Beaba1|511,BBA_00511,brown,beau,1549366,1551812
Beaba1|512,BBA_00512,brown,beau,1555715,1558029
Beaba1|514,BBA_00514,brown,beau,1567011,1569005
Beaba1|519,BBA_00519,brown,beau,1581259,1583139
Beaba1|520,BBA_00520,brown,beau,1587218,1590308
Beaba1|523,BBA_00523,brown,beau,1602411,1604388
Beaba1|525,BBA_00525,brown,beau,1610433,1611463
Beaba1|529,BBA_00529,brown,beau,1620249,1622141
Beaba1|531,BBA_00531,brown,beau,1631091,1631426
Beaba1|536,BBA_00536,brown,beau,1640949,1642214
Beaba1|537,BBA_00537,brown,beau,1642549,1644509
Beaba1|538,BBA_00538,brown,beau,1645748,1647625
Beaba1|543,BBA_00543,brown,beau,1660265,1661992
Beaba1|544,BBA_00544,brown,beau,1662503,1664708
Beaba1|546,BBA_00546,brown,beau,1670351,1672704
Beaba1|548,BBA_00548,brown,beau,1677615,1681424
Beaba1|549,BBA_00549,brown,beau,1682261,1686520
Beaba1|551,BBA_00551,brown,beau,1688803,1690683
Beaba1|552,BBA_00552,brown,beau,1693400,1694660
Beaba1|555,BBA_00555,brown,beau,1703381,1705168
Beaba1|557,BBA_00557,brown,beau,1707503,1708192
Beaba1|561,BBA_00561,brown,beau,1719052,1721759
Beaba1|564,BBA_00564,brown,beau,1726207,1727193
Beaba1|565,BBA_00565,brown,beau,1729035,1730469
Beaba1|568,BBA_00568,brown,beau,1737880,1740071
Beaba1|570,BBA_00570,brown,beau,1749262,1751085
Beaba1|571,BBA_00571,brown,beau,1751228,1753391
Beaba1|572,BBA_00572,brown,beau,1757719,1758191
Beaba1|573,BBA_00573,brown,beau,1758628,1759233
Beaba1|574,BBA_00574,brown,beau,1761818,1765268
Beaba1|576,BBA_00576,brown,beau,1771281,1773212
Beaba1|577,BBA_00577,brown,beau,1773680,1777057
Beaba1|579,BBA_00579,brown,beau,1779529,1781028
Beaba1|580,BBA_00580,brown,beau,1781347,1785493
Beaba1|582,BBA_00582,brown,beau,1792182,1793219
Beaba1|583,BBA_00583,brown,beau,1793438,1794758
Beaba1|586,BBA_00586,brown,beau,1797734,1800211
Beaba1|587,BBA_00587,brown,beau,1801051,1804895
Beaba1|588,BBA_00588,brown,beau,1808210,1811306
Beaba1|592,BBA_00592,brown,beau,1823974,1828615
Beaba1|594,BBA_00594,brown,beau,1832886,1834837
Beaba1|595,BBA_00595,brown,beau,1838043,1840274
Beaba1|597,BBA_00597,brown,beau,1841689,1842410
Beaba1|600,BBA_00600,brown,beau,1848818,1849579
Beaba1|602,BBA_00602,brown,beau,1857028,1860183
Beaba1|612,BBA_00612,brown,beau,1892034,1893968
Beaba1|613,BBA_00613,brown,beau,1895896,1896966
Beaba1|614,BBA_00614,brown,beau,1897851,1899232
Beaba1|616,BBA_00616,brown,beau,1901849,1903744
Beaba1|625,BBA_00625,brown,beau,1931181,1932821
Beaba1|626,BBA_00626,brown,beau,1932965,1934044
Beaba1|627,BBA_00627,brown,beau,1934640,1937014
Beaba1|630,BBA_00630,brown,beau,1941457,1943333
Beaba1|631,BBA_00631,brown,beau,1943954,1945217
Beaba1|632,BBA_00632,brown,beau,1945656,1947671
Beaba1|635,BBA_00635,brown,beau,1956050,1957414
Beaba1|636,BBA_00636,brown,beau,1959098,1960921
Beaba1|637,BBA_00637,brown,beau,1963910,1965250
Beaba1|640,BBA_00640,brown,beau,1968003,1969130
Beaba1|644,BBA_00644,brown,beau,1976103,1976876
Beaba1|646,BBA_00646,brown,beau,1979015,1979514
Beaba1|647,BBA_00647,brown,beau,1980819,1982590
Beaba1|653,BBA_00653,brown,beau,1993958,1996022
Beaba1|654,BBA_00654,brown,beau,1998610,1999739
Beaba1|656,BBA_00656,brown,beau,2007638,2008229
Beaba1|658,BBA_00658,brown,beau,2014715,2017571
Beaba1|662,BBA_00662,brown,beau,2026614,2028938
Beaba1|667,BBA_00667,brown,beau,2039135,2043623
Beaba1|672,BBA_00672,brown,beau,2052441,2053321
Beaba1|676,BBA_00676,brown,beau,2061741,2064561
Beaba1|678,BBA_00678,brown,beau,2068706,2070804
Beaba1|680,BBA_00680,brown,beau,2079743,2081086
Beaba1|693,BBA_00693,brown,beau,35032,39590
Beaba1|700,BBA_00700,brown,beau,66401,67774
Beaba1|714,BBA_00714,brown,beau,115225,115869
Beaba1|716,BBA_00716,brown,beau,119481,120540
Beaba1|720,BBA_00720,brown,beau,125459,127209
Beaba1|721,BBA_00721,brown,beau,127854,129279
Beaba1|729,BBA_00729,brown,beau,155246,156847
Beaba1|730,BBA_00730,brown,beau,157179,158838
Beaba1|731,BBA_00731,brown,beau,163061,163945
Beaba1|732,BBA_00732,brown,beau,164716,166137
Beaba1|734,BBA_00734,brown,beau,168577,169122
Beaba1|735,BBA_00735,brown,beau,169851,172933
Beaba1|740,BBA_00740,brown,beau,194442,196713
Beaba1|741,BBA_00741,brown,beau,197624,198885
Beaba1|743,BBA_00743,brown,beau,203373,205877
Beaba1|749,BBA_00749,brown,beau,213308,215929
Beaba1|750,BBA_00750,brown,beau,216452,216813
Beaba1|751,BBA_00751,brown,beau,218284,219870
Beaba1|752,BBA_00752,brown,beau,221696,222697
Beaba1|753,BBA_00753,brown,beau,226080,229241
Beaba1|754,BBA_00754,brown,beau,231395,232414
Beaba1|755,BBA_00755,brown,beau,234877,236580
Beaba1|757,BBA_00757,brown,beau,254983,258081
Beaba1|760,BBA_00760,brown,beau,261591,264391
Beaba1|767,BBA_00767,brown,beau,284932,286329
Beaba1|770,BBA_00770,brown,beau,291557,294115
Beaba1|773,BBA_00773,brown,beau,299254,300869
Beaba1|774,BBA_00774,brown,beau,301626,304946
Beaba1|777,BBA_00777,brown,beau,311817,314189
Beaba1|778,BBA_00778,brown,beau,315544,318290
Beaba1|779,BBA_00779,brown,beau,324464,326351
Beaba1|780,BBA_00780,brown,beau,327248,330452
Beaba1|781,BBA_00781,brown,beau,332823,337580
Beaba1|782,BBA_00782,brown,beau,338299,339270
Beaba1|783,BBA_00783,brown,beau,339316,340296
Beaba1|786,BBA_00786,brown,beau,346905,347651
Beaba1|787,BBA_00787,brown,beau,347705,348451
Beaba1|788,BBA_00788,brown,beau,349092,351642
Beaba1|790,BBA_00790,brown,beau,356179,357254
Beaba1|792,BBA_00792,brown,beau,359683,362626
Beaba1|793,BBA_00793,brown,beau,365244,366548
Beaba1|794,BBA_00794,brown,beau,367303,368208
Beaba1|800,BBA_00800,brown,beau,384240,385509
Beaba1|801,BBA_00801,brown,beau,385791,389255
Beaba1|803,BBA_00803,brown,beau,393320,395232
Beaba1|804,BBA_00804,brown,beau,412819,414995
Beaba1|805,BBA_00805,brown,beau,415715,416553
Beaba1|806,BBA_00806,brown,beau,416931,419053
Beaba1|808,BBA_00808,brown,beau,422666,423467
Beaba1|810,BBA_00810,brown,beau,426968,428545
Beaba1|814,BBA_00814,brown,beau,450280,451233
Beaba1|815,BBA_00815,brown,beau,451488,452624
Beaba1|821,BBA_00821,brown,beau,463756,467967
Beaba1|822,BBA_00822,brown,beau,469087,471089
Beaba1|824,BBA_00824,brown,beau,474847,478398
Beaba1|825,BBA_00825,brown,beau,479019,481035
Beaba1|828,BBA_00828,brown,beau,488811,490356
Beaba1|829,BBA_00829,brown,beau,494615,495667
Beaba1|830,BBA_00830,brown,beau,499333,501274
Beaba1|831,BBA_00831,brown,beau,507552,508639
Beaba1|833,BBA_00833,brown,beau,514844,517190
Beaba1|834,BBA_00834,brown,beau,518576,519229
Beaba1|835,BBA_00835,brown,beau,520894,522501
Beaba1|836,BBA_00836,brown,beau,523740,524733
Beaba1|837,BBA_00837,brown,beau,524958,527906
Beaba1|838,BBA_00838,brown,beau,528686,530740
Beaba1|839,BBA_00839,brown,beau,531439,532806
Beaba1|841,BBA_00841,brown,beau,536553,539169
Beaba1|842,BBA_00842,brown,beau,539789,541097
Beaba1|844,BBA_00844,brown,beau,543905,546604
Beaba1|845,BBA_00845,brown,beau,561558,563588
Beaba1|847,BBA_00847,brown,beau,570288,572546
Beaba1|848,BBA_00848,brown,beau,572810,573562
Beaba1|849,BBA_00849,brown,beau,573984,579937
Beaba1|851,BBA_00851,brown,beau,584926,587354
Beaba1|852,BBA_00852,brown,beau,589555,592166
Beaba1|853,BBA_00853,brown,beau,592928,594615
Beaba1|855,BBA_00855,brown,beau,599406,601181
Beaba1|857,BBA_00857,brown,beau,607924,609054
Beaba1|858,BBA_00858,brown,beau,613815,614663
Beaba1|859,BBA_00859,brown,beau,616161,617966
Beaba1|861,BBA_00861,brown,beau,622551,624612
Beaba1|863,BBA_00863,brown,beau,637913,640853
Beaba1|864,BBA_00864,brown,beau,642372,642867
Beaba1|865,BBA_00865,brown,beau,643286,644575
Beaba1|867,BBA_00867,brown,beau,646606,648573
Beaba1|868,BBA_00868,brown,beau,656394,657984
Beaba1|869,BBA_00869,brown,beau,658930,660952
Beaba1|875,BBA_00875,brown,beau,678569,683192
Beaba1|879,BBA_00879,brown,beau,693862,694996
Beaba1|880,BBA_00880,brown,beau,696933,700429
Beaba1|881,BBA_00881,brown,beau,701510,702901
Beaba1|886,BBA_00886,brown,beau,715478,717931
Beaba1|887,BBA_00887,brown,beau,718458,720037
Beaba1|891,BBA_00891,brown,beau,730234,731759
Beaba1|892,BBA_00892,brown,beau,733917,734431
Beaba1|894,BBA_00894,brown,beau,745327,747549
Beaba1|895,BBA_00895,brown,beau,760597,764290
Beaba1|896,BBA_00896,brown,beau,769321,770922
Beaba1|897,BBA_00897,brown,beau,771227,772321
Beaba1|898,BBA_00898,brown,beau,773426,774637
Beaba1|899,BBA_00899,brown,beau,776144,777266
Beaba1|906,BBA_00906,brown,beau,804394,807655
Beaba1|907,BBA_00907,brown,beau,814041,815060
Beaba1|911,BBA_00911,brown,beau,825716,830223
Beaba1|912,BBA_00912,brown,beau,840660,842601
Beaba1|913,BBA_00913,brown,beau,843874,845160
Beaba1|914,BBA_00914,brown,beau,855046,856373
Beaba1|916,BBA_00916,brown,beau,862203,862631
Beaba1|917,BBA_00917,brown,beau,870269,872404
Beaba1|921,BBA_00921,brown,beau,881157,883160
Beaba1|924,BBA_00924,brown,beau,888486,893427
Beaba1|925,BBA_00925,brown,beau,894542,897512
Beaba1|926,BBA_00926,brown,beau,897767,898676
Beaba1|927,BBA_00927,brown,beau,899223,900951
Beaba1|928,BBA_00928,brown,beau,902071,904453
Beaba1|930,BBA_00930,brown,beau,905984,911093
Beaba1|933,BBA_00933,brown,beau,918810,920806
Beaba1|934,BBA_00934,brown,beau,921166,922543
Beaba1|937,BBA_00937,brown,beau,941200,945242
Beaba1|939,BBA_00939,brown,beau,947486,948457
Beaba1|943,BBA_00943,brown,beau,960072,960914
Beaba1|946,BBA_00946,brown,beau,968745,971588
Beaba1|950,BBA_00950,brown,beau,978630,980048
Beaba1|953,BBA_00953,brown,beau,987736,989615
Beaba1|956,BBA_00956,brown,beau,997537,1000788
Beaba1|961,BBA_00961,brown,beau,1019611,1021892
Beaba1|962,BBA_00962,brown,beau,1024297,1026244
Beaba1|963,BBA_00963,brown,beau,1026962,1031539
Beaba1|969,BBA_00969,brown,beau,1049796,1052164
Beaba1|970,BBA_00970,brown,beau,1054347,1056680
Beaba1|971,BBA_00971,brown,beau,1061558,1063119
Beaba1|974,BBA_00974,brown,beau,1083981,1085193
Beaba1|977,BBA_00977,brown,beau,1091198,1094494
Beaba1|978,BBA_00978,brown,beau,1095301,1097485
Beaba1|979,BBA_00979,brown,beau,1098023,1098620
Beaba1|980,BBA_00980,brown,beau,1100067,1101714
Beaba1|982,BBA_00982,brown,beau,1106848,1108719
Beaba1|983,BBA_00983,brown,beau,1109438,1110742
Beaba1|984,BBA_00984,brown,beau,1111629,1114556
Beaba1|985,BBA_00985,brown,beau,1116316,1118135
Beaba1|986,BBA_00986,brown,beau,1118920,1120779
Beaba1|987,BBA_00987,brown,beau,1123580,1128195
Beaba1|990,BBA_00990,brown,beau,1132143,1135073
Beaba1|991,BBA_00991,brown,beau,1140453,1141975
Beaba1|993,BBA_00993,brown,beau,1147642,1152029
Beaba1|995,BBA_00995,brown,beau,1154477,1156336
Beaba1|996,BBA_00996,brown,beau,1162060,1164428
Beaba1|997,BBA_00997,brown,beau,1166168,1168268
Beaba1|1001,BBA_01001,brown,beau,1177668,1178462
Beaba1|1004,BBA_01004,brown,beau,1187058,1188131
Beaba1|1005,BBA_01005,brown,beau,1188741,1191741
Beaba1|1007,BBA_01007,brown,beau,1196004,1197902
Beaba1|1008,BBA_01008,brown,beau,1202330,1206037
Beaba1|1010,BBA_01010,brown,beau,1209213,1216452
Beaba1|1012,BBA_01012,brown,beau,1224748,1226436
Beaba1|1013,BBA_01013,brown,beau,1226724,1228871
Beaba1|1017,BBA_01017,brown,beau,1240230,1241543
Beaba1|1018,BBA_01018,brown,beau,1243995,1244333
Beaba1|1019,BBA_01019,brown,beau,1245575,1248325
Beaba1|1022,BBA_01022,brown,beau,1255716,1257614
Beaba1|1023,BBA_01023,brown,beau,1261864,1262789
Beaba1|1025,BBA_01025,brown,beau,1276962,1281098
Beaba1|1031,BBA_01031,brown,beau,1298812,1300203
Beaba1|1032,BBA_01032,brown,beau,1303185,1304347
Beaba1|1037,BBA_01037,brown,beau,1314987,1315700
Beaba1|1038,BBA_01038,brown,beau,1324845,1328517
Beaba1|1041,BBA_01041,brown,beau,1334079,1337771
Beaba1|1043,BBA_01043,brown,beau,1342916,1344920
Beaba1|1045,BBA_01045,brown,beau,1347892,1351623
Beaba1|1046,BBA_01046,brown,beau,1352481,1353914
Beaba1|1047,BBA_01047,brown,beau,1354513,1355421
Beaba1|1049,BBA_01049,brown,beau,1357348,1358975
Beaba1|1052,BBA_01052,brown,beau,1372308,1373059
Beaba1|1056,BBA_01056,brown,beau,1380073,1381639
Beaba1|1062,BBA_01062,brown,beau,1392743,1396903
Beaba1|1063,BBA_01063,brown,beau,1398005,1398864
Beaba1|1064,BBA_01064,brown,beau,1405380,1406072
Beaba1|1065,BBA_01065,brown,beau,1406573,1408015
Beaba1|1068,BBA_01068,brown,beau,1410954,1411842
Beaba1|1070,BBA_01070,brown,beau,1415960,1417482
Beaba1|1071,BBA_01071,brown,beau,1417880,1420092
Beaba1|1073,BBA_01073,brown,beau,1425175,1427442
Beaba1|1074,BBA_01074,brown,beau,1427989,1428903
Beaba1|1076,BBA_01076,brown,beau,1435475,1437897
Beaba1|1078,BBA_01078,brown,beau,1456898,1459007
Beaba1|1081,BBA_01081,brown,beau,1462729,1464441
Beaba1|1082,BBA_01082,brown,beau,1465509,1469842
Beaba1|1085,BBA_01085,brown,beau,1473792,1476661
Beaba1|1086,BBA_01086,brown,beau,1476968,1478158
Beaba1|1088,BBA_01088,brown,beau,1480275,1481117
Beaba1|1089,BBA_01089,brown,beau,1481691,1483058
Beaba1|1095,BBA_01095,brown,beau,1503412,1505187
Beaba1|1103,BBA_01103,brown,beau,1521760,1526068
Beaba1|1104,BBA_01104,brown,beau,1527016,1528653
Beaba1|1105,BBA_01105,brown,beau,1531342,1533326
Beaba1|1108,BBA_01108,brown,beau,1537431,1538171
Beaba1|1110,BBA_01110,brown,beau,1540778,1543264
Beaba1|1114,BBA_01114,brown,beau,1548072,1550216
Beaba1|1116,BBA_01116,brown,beau,1553125,1554964
Beaba1|1117,BBA_01117,brown,beau,1559348,1561042
Beaba1|1121,BBA_01121,brown,beau,1568916,1571366
Beaba1|1122,BBA_01122,brown,beau,1575470,1578283
Beaba1|1126,BBA_01126,brown,beau,1590726,1590963
Beaba1|1127,BBA_01127,brown,beau,1592323,1594708
Beaba1|1129,BBA_01129,brown,beau,1598125,1599159
Beaba1|1132,BBA_01132,brown,beau,1605577,1607007
Beaba1|1133,BBA_01133,brown,beau,1607440,1609095
Beaba1|1138,BBA_01138,brown,beau,1617796,1618399
Beaba1|1140,BBA_01140,brown,beau,1622443,1624031
Beaba1|1141,BBA_01141,brown,beau,1624667,1627934
Beaba1|1143,BBA_01143,brown,beau,1630316,1631092
Beaba1|1145,BBA_01145,brown,beau,1637861,1640140
Beaba1|1146,BBA_01146,brown,beau,1640848,1641729
Beaba1|1147,BBA_01147,brown,beau,1643189,1643701
Beaba1|1148,BBA_01148,brown,beau,1644121,1645161
Beaba1|1153,BBA_01153,brown,beau,1657939,1660920
Beaba1|1154,BBA_01154,brown,beau,1661265,1664201
Beaba1|1161,BBA_01161,brown,beau,1680256,1681613
Beaba1|1163,BBA_01163,brown,beau,1685275,1686260
Beaba1|1164,BBA_01164,brown,beau,1686673,1690294
Beaba1|1166,BBA_01166,brown,beau,1697085,1698760
Beaba1|1167,BBA_01167,brown,beau,1700061,1701113
Beaba1|1168,BBA_01168,brown,beau,1702669,1703556
Beaba1|1169,BBA_01169,brown,beau,1704824,1708881
Beaba1|1174,BBA_01174,brown,beau,1719903,1721045
Beaba1|1178,BBA_01178,brown,beau,1735034,1737016
Beaba1|1179,BBA_01179,brown,beau,1737446,1740781
Beaba1|1180,BBA_01180,brown,beau,1743173,1744820
Beaba1|1185,BBA_01185,brown,beau,1780519,1781822
Beaba1|1186,BBA_01186,brown,beau,1783725,1785587
Beaba1|1188,BBA_01188,brown,beau,1788772,1789776
Beaba1|1190,BBA_01190,brown,beau,1792096,1792993
Beaba1|1191,BBA_01191,brown,beau,1793624,1796313
Beaba1|1197,BBA_01197,brown,beau,1804432,1806960
Beaba1|1198,BBA_01198,brown,beau,1807228,1807914
Beaba1|1199,BBA_01199,brown,beau,1809385,1813116
Beaba1|1201,BBA_01201,brown,beau,1817162,1818346
Beaba1|1204,BBA_01204,brown,beau,1840082,1840387
Beaba1|1209,BBA_01209,brown,beau,1853733,1854263
Beaba1|1211,BBA_01211,brown,beau,1861909,1862766
Beaba1|1212,BBA_01212,brown,beau,1868002,1871032
Beaba1|1214,BBA_01214,brown,beau,1875447,1877328
